rxns	newEqn
HMR_6885	L-dopachrome[c] + NADPH[c] <=> dopachrome-O-semiquinone[c] + NADP+[c] + H+[c]
HMR_8771	ATP[c] + GSH[c] + H2O[c] => ADP[c] + GSH[m] + Pi[c] + H+[c]
HMR_8691	dolichyl-diphosphate[r] + H2O[r] => dolichyl-phosphate[r] + Pi[r] + H+[r]
HMR_2152	acetyl-[ACP][c] + malonyl-[ACP][c] + H+[c] => [ACP][c] + acetoacetyl-[ACP][c] + CO2[c]
HMR_2156	butyryl-[ACP][c] + malonyl-[ACP][c] + H+[c] => [ACP][c] + 3-oxohexanoyl-[ACP][c] + CO2[c]
HMR_2160	hexanoyl-[ACP][c] + malonyl-[ACP][c] + H+[c] => [ACP][c] + 3-oxooctanoyl-[ACP][c] + CO2[c]
HMR_2164	malonyl-[ACP][c] + octanoyl-[ACP][c] + H+[c] => [ACP][c] + 3-oxodecanoyl-[ACP][c] + CO2[c]
HMR_2168	decanoyl-[ACP][c] + malonyl-[ACP][c] + H+[c] => [ACP][c] + 3-oxododecanoyl-[ACP][c] + CO2[c]
HMR_2173	dodecanoyl-[ACP][c] + malonyl-[ACP][c] + H+[c] => [ACP][c] + 3-oxotetradecanoyl-[ACP][c] + CO2[c]
HMR_2178	malonyl-[ACP][c] + tetradecanoyl-[ACP][c] + H+[c] => [ACP][c] + 3-oxohexadecanoyl-[ACP][c] + CO2[c]
HMR_2248	H2O[c] + tridecanoyl-[ACP][c] => [ACP][c] + tridecylic acid[c] + H+[c]
HMR_2253	H2O[c] + pentadecanoyl-[ACP][c] => [ACP][c] + pentadecylic acid[c] + H+[c]
HMR_2258	H2O[c] + heptadecanoyl-[ACP][c] => [ACP][c] + margaric acid[c] + H+[c]
HMR_2451	1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c] <=> 4-oxo-2-nonenal[c] + azelaic acid[c] + 3 H+[c]
HMR_2452	1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether[c] <=> 3,4-epoxynonanal[c] + azelaic acid[c] + H+[c]
HMR_1065	11,12-EET[c] + ATP[c] + CoA[c] + 2 H2O[c] + NAD+[c] + O2[c] => 9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + acetyl-CoA[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c]
HMR_1066	9,10-epoxy-(6Z,12Z)-octadecadienoic acid[c] + ATP[c] + CoA[c] + 2 H2O[c] + NAD+[c] + O2[c] => 7,8-epoxy-(4Z,10Z)-hexadecadienoic acid[c] + acetyl-CoA[c] + AMP[c] + 2 H+[c] + H2O2[c] + NADH[c] + PPi[c]
HMR_1067	7,8-epoxy-(4Z,10Z)-hexadecadienoic acid[c] + ATP[c] + CoA[c] + 2 H2O[c] + NAD+[c] + O2[c] => 5,6-epoxy-(8Z)-tetradecenoic acid[c] + acetyl-CoA[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c]
HMR_1068	14,15-EET[c] + ATP[c] + CoA[c] + 2 H2O[c] + NAD+[c] + O2[c] => 12,13-epoxy-(6Z,9Z)-octadecadienoic acid[c] + acetyl-CoA[c] + AMP[c] + H2O2[c] + NADH[c] + PPi[c]
HMR_0294	(11Z)-eicosenoyl-CoA[c] + H2O[c] => cis-gondoic acid[c] + CoA[c] + H+[c]
HMR_3316	cis,cis-3,6-dodecadienoyl-CoA[p] => trans,cis-lauro-2,6-dienoyl-CoA[p]
HMR_3322	2-trans-4-cis-decadienoyl-CoA[p] + H+[p] + NADH[p] => NAD+[p] + trans-3-decenoyl-CoA[p]
HMR_3288	cis,cis-3,6-dodecadienoyl-CoA[m] => trans,cis-lauro-2,6-dienoyl-CoA[m]
HMR_3296	2-trans-4-cis-decadienoyl-CoA[m] + H+[m] + NADH[m] => NAD+[m] + trans-3-decenoyl-CoA[m]
HMR_6910	3-demethylubiquinol-10[m] + SAM[m] => H+[m] + SAH[m] + ubiquinol[m]
HMR_1932	cholesterol[c] + 2 H+[c] + O2[c] + 2 reduced adrenal ferredoxin[c] => 20-hydroxycholesterol[c] + H2O[c] + 2 oxidized adrenal ferredoxin[c]
HMR_1942	11-deoxycorticosterone[c] + O2[c] + 2 reduced ferredoxin[c] + 2 H+[c] => corticosterone[c] + H2O[c] + 2 oxidized ferredoxin[c]
HMR_1950	17alpha,21-dihydroxypregnenolone[c] + O2[c] + 2 reduced ferredoxin[c] + 2 H+[c] => 11beta,17alpha,21-trihydroxypregnenolone[c] + H2O[c] + 2 oxidized ferredoxin[c]
HMR_2031	19-oxo-testosterone[c] + NADPH[c] + O2[c] => estradiol-17beta[c] + formate[c] + H2O[c] + NADP+[c]
HMR_2034	19-oxoandrostenedione[c] + NADPH[c] + O2[c] => estrone[c] + formate[c] + H2O[c] + NADP+[c]
HMR_3547	cholesterol-ester-palmn[l] + H2O[l] => cholesterol[l] + palmitolate[l] + H+[l]
HMR_3693	cholesterol-ester-palmn[r] + H2O[r] => cholesterol[r] + palmitolate[r] + H+[r]
HMR_3561	cholesterol-ester-11-eico[l] + H2O[l] => cholesterol[l] + cis-gondoic acid[l] + H+[l]
HMR_3707	cholesterol-ester-11-eico[r] + H2O[r] => cholesterol[r] + cis-gondoic acid[r] + H+[r]
HMR_0879	paragloboside[c] + UDP-galactose[c] => nLc5Cer(G00051)[c] + UDP[c] + H+[c]
HMR_8383	dolichyl-phosphate-D-mannose[r] + glucosaminyl-acylphosphatidylinositol[r] => dolichyl-phosphate[r] + mgacpail heparan sulfate[r] + H+[r]
HMR_8384	dolichyl-phosphate-D-mannose[r] + mgacpail heparan sulfate[r] => dolichyl-phosphate[r] + m2gacpail heparan sulfate[r] + H+[r]
HMR_8385	dolichyl-phosphate-D-mannose[r] + m2gacpail heparan sulfate[r] => dolichyl-phosphate[r] + m3gacpail heparan sulfate[r] + H+[r]
HMR_8387	dolichyl-phosphate-D-mannose[r] + emgacpail heparan sulfate[r] => dolichyl-phosphate[r] + memgacpail heparan sulfate[r] + H+[r]
HMR_8388	dolichyl-phosphate-D-mannose[r] + memgacpail heparan sulfate[r] => dolichyl-phosphate[r] + m2emgacpail heparan sulfate[r] + H+[r]
HMR_8389	dolichyl-phosphate-D-mannose[r] + m2emgacpail heparan sulfate[r] => dolichyl-phosphate[r] + m3emgacpail heparan sulfate[r] + H+[r]
HMR_8390	dolichyl-phosphate-D-mannose[r] + em2emgacpail heparan sulfate[r] => dolichyl-phosphate[r] + mem2emgacpail heparan sulfate[r] + H+[r]
HMR_1339	12(S)-HHT[c] + malonic-dialdehyde[c] + H+[c] <=> prostaglandin H2[c]
HMR_1357	5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoate[c] + 2 ascorbate[c] => 5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid[c] + 2 dehydroascorbic acid[c] + H2O[c]
HMR_1360	9,11-cycloperoxy-5-hydroperoxy-(6E,14Z)-eicosadienoate[c] + 2 ascorbate[c] => 5,9,11-trihydroxyprosta-(6E,14Z)-dien-1-oate[c] + 2 dehydroascorbic acid[c] + H2O[c]
HMR_7228	acetyl-CoA[c] + heparan sulfate, degradation product 2[l] => CoA[c] + heparan sulfate, degradation product 3[l] + H+[l]
HMR_7233	acetyl-CoA[c] + heparan sulfate, degradation product 7[l] => CoA[c] + heparan sulfate, degradation product 8[l] + H+[l]
HMR_7239	acetyl-CoA[c] + heparan sulfate, degradation product 13[l] => CoA[c] + heparan sulfate, degradation product 14[l] + H+[l]
HMR_7245	acetyl-CoA[c] + heparan sulfate, degradation product 19[l] => CoA[c] + heparan sulfate, degradation product 20[l] + H+[l]
HMR_1592	7alpha,12alpha-dihydroxycholest-4-en-3-one[r] + ATP[r] + H2O[r] => 7alpha,12alpha-dihydroxycholest-4-en-3-one[c] + ADP[r] + Pi[r] + H+[r]
HMR_1622	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[c] + ATP[c] + H2O[c] => 3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[p] + ADP[c] + Pi[c] + H+[c]
HMR_1659	ATP[c] + choloyl-CoA[c] + H2O[c] => ADP[c] + choloyl-CoA[p] + Pi[c] + H+[c]
HMR_1696	3alpha,7alpha-dihydroxy-5beta-cholestanate[c] + ATP[c] + H2O[c] => 3alpha,7alpha-dihydroxy-5beta-cholestanate[p] + ADP[c] + Pi[c] + H+[c]
HMR_1702	25(R)DHCA-CoA[r] + 2 ATP[r] + 2 H2O[r] => 25(R)DHCA-CoA[p] + 2 ADP[r] + 2 Pi[r] + 2 H+[r]
HMR_8658	ATP[c] + cholate[c] + H2O[c] => ADP[c] + cholate[s] + Pi[c] + H+[c]
HMR_1868	ATP[c] + glycocholate[c] + H2O[c] => ADP[c] + glycocholate[s] + Pi[c] + H+[c]
HMR_1853	ATP[c] + chenodiol[c] + H2O[c] => ADP[c] + chenodiol[s] + Pi[c] + H+[c]
HMR_1870	ATP[c] + H2O[c] + taurocholate[c] => ADP[c] + Pi[c] + taurocholate[s] + H+[c]
HMR_1857	2 ATP[p] + 2 H2O[p] + taurocholate[p] => 2 ADP[p] + 2 Pi[p] + taurocholate[s] + 2 H+[p]
HMR_1874	ATP[c] + glycochenodeoxycholate[c] + H2O[c] => ADP[c] + glycochenodeoxycholate[s] + Pi[c] + H+[c]
HMR_1872	ATP[c] + H2O[c] + taurochenodeoxycholate[c] => ADP[c] + Pi[c] + taurochenodeoxycholate[s] + H+[c]
HMR_1861	2 ATP[p] + 2 H2O[p] + taurochenodeoxycholate[p] => 2 ADP[p] + 2 Pi[p] + taurochenodeoxycholate[s] + 2 H+[p]
HMR_1895	ATP[r] + bilirubin-bisglucuronoside[r] + H2O[r] => ADP[r] + bilirubin-bisglucuronoside[s] + Pi[r] + H+[r]
HMR_1896	ATP[c] + bilirubin-bisglucuronoside[c] + H2O[c] => ADP[c] + bilirubin-bisglucuronoside[s] + Pi[c] + H+[c]
HMR_1897	ATP[r] + bilirubin-monoglucuronoside[r] + H2O[r] => ADP[r] + bilirubin-monoglucuronoside[s] + Pi[r] + H+[r]
HMR_8279	nLc5Cer[g] + UDP-galactose[g] => nLc6Cer[c] + UDP[g] + H+[g]
HMR_1800	cholest-5-ene-3beta,7alpha,27-triol[m] + 2 NADPH[m] + 2 O2[m] + H+[m] => 3beta,7alpha-dihydroxy-5-cholestenoate[m] + 3 H2O[m] + 2 NADP+[m]
HMR_3992	2 ferricytochrome B5[c] + NADH[c] <=> 2 ferrocytochrome B5[c] + NAD+[c] + H+[c]
HMR_4551	2 formyl-N-acetyl-5-methoxykynurenamine[c] + H2O2[c] => formate[c] + 2 N-acetyl-5-methoxykynuramine[c] + CO2[c] + H+[c]
HMR_8746	pyruvate[c] + thiamin-PP[c] + H+[c] => 2-(alpha-hydroxyethyl)thiamine-diphosphate[c] + CO2[c]
HMR_6428	13-hydroxy-alpha-tocotrienol[c] + 2 NADPH[c] + 2 O2[c] + H+[c] => 13-carboxy-alpha-tocotrienol[c] + 3 H2O[c] + 2 NADP+[c]
HMR_6429	13-hydroxy-alpha-tocotrienol[r] + 2 NADPH[r] + 2 O2[r] + H+[r] => 13-carboxy-alpha-tocotrienol[r] + 3 H2O[r] + 2 NADP+[r]
HMR_6443	13-hydroxy-gamma-tocotrienol[c] + 2 NADPH[c] + 2 O2[c] + H+[c] => 13-carboxy-gamma-tocotrienol[c] + 3 H2O[c] + 2 NADP+[c]
HMR_6444	13-hydroxy-gamma-tocotrienol[r] + 2 NADPH[r] + 2 O2[r] + H+[r] => 13-carboxy-gamma-tocotrienol[r] + 3 H2O[r] + 2 NADP+[r]
HMR_6466	13-hydroxy-gamma-tocopherol[c] + 2 NADPH[c] + 2 O2[c] + H+[c] => 13-carboxy-gamma-tocopherol[c] + 3 H2O[c] + 2 NADP+[c]
HMR_6467	13-hydroxy-gamma-tocopherol[r] + 2 NADPH[r] + 2 O2[r] + H+[r] => 13-carboxy-gamma-tocopherol[r] + 3 H2O[r] + 2 NADP+[r]
HMR_6478	13-hydroxy-alpha-tocopherol[c] + 2 NADPH[c] + 2 O2[c] + H+[c] => 13-carboxy-alpha-tocopherol[c] + 3 H2O[c] + 2 NADP+[c]
HMR_6479	13-hydroxy-alpha-tocopherol[r] + 2 NADPH[r] + 2 O2[r] + H+[r] => 13-carboxy-alpha-tocopherol[r] + 3 H2O[r] + 2 NADP+[r]
HMR_6459	5-nitro-gamma-tocopherol[c] <=> gamma-tocopheroxyl-radical[c] + nitrite[c]
HMR_7006	naphthalene-1,2-diol[c] => 1,2-naphthoquinone[c] + 2 H+[c]
HMR_7010	1,4-dihydroxynaphthalene[c] => 1,4-naphthoquinone[c] + 2 H+[c]
HMR_7026	1,2,3,4-tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal[c] + 3 H+[c] => 6-[2,3-dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione[c]
HMR_7028	alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde[c] + 3 H+[c] => 6-[2,3-dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione[c]
HMR_7046	4-bromocatechol[c] => 4-bromo-3,5-cyclohexadiene-1,2-dione[c] + 2 H+[c]
HMR_7047	bromobenzene-3,4-dihydrodiol[c] => 4-bromocatechol[c] + 2 H+[c]
HMR_7086	1-nitrosonaphthalene[c] + 2 H+[c] => N-hydroxy-1-aminonaphthalene[c]
HMR_7103	1,2-dibromoethane[c] + GSH[c] => glutathione episulfonium ion[c] + 2 hydrobromic acid[c] + 2 H+[c]
HMR_7106	S-(formylmethyl)glutathione[c] + 3 H+[c] => S-(2-hydroxyethyl)glutathione[c]
HMR_9474	hippurate[c] + SAM[c] => O-methylhippurate[c] + SAH[c] + H+[c]
HMR_9509	G(5)pppR-RNA[c] + SAM[c] <=> m7G(5')pppR-RNA[c] + SAH[c]
HMR_9525	arsenite[c] + SAM[c] <=> methylarsonate[c] + SAH[c] + H+[c]
HMR_9541	L-arginyl-protein[c] + tRNA(arg)[c] + H+[c] <=> [protein][c] + L-arginyl-tRNA(arg)[c]
HMR_1185	4(R)-hydroxy-dodec-(6Z)-enoate[m] + CoA[m] => (2E)-dodecenoyl-CoA[m] + H+[m] + O2[m]
HMR_1227	4(S)-hydroxy-dodec-(6Z)-enoate[m] + CoA[m] => (2E)-dodecenoyl-CoA[m] + H+[m] + O2[m]
HMR_0190	ATP[c] + H2O[c] + lauric acid[c] => ADP[c] + lauric acid[s] + Pi[c] + H+[c]
HMR_0194	ATP[c] + H2O[c] + tridecylic acid[c] => ADP[c] + Pi[c] + tridecylic acid[s] + H+[c]
HMR_0198	ATP[c] + H2O[c] + myristic acid[c] => ADP[c] + myristic acid[s] + Pi[c] + H+[c]
HMR_0202	(9E)-tetradecenoic acid[c] + ATP[c] + H2O[c] => (9E)-tetradecenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0207	(7Z)-tetradecenoic acid[c] + ATP[c] + H2O[c] => (7Z)-tetradecenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0211	ATP[c] + H2O[c] + physeteric acid[c] => ADP[c] + physeteric acid[s] + Pi[c] + H+[c]
HMR_0215	ATP[c] + H2O[c] + pentadecylic acid[c] => ADP[c] + pentadecylic acid[s] + Pi[c] + H+[c]
HMR_0224	ATP[c] + H2O[c] + palmitate[c] => ADP[c] + palmitate[s] + Pi[c] + H+[c]
HMR_0231	ATP[c] + H2O[c] + palmitolate[c] => ADP[c] + palmitolate[s] + Pi[c] + H+[c]
HMR_0235	7-palmitoleic acid[c] + ATP[c] + H2O[c] => 7-palmitoleic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0239	ATP[c] + H2O[c] + margaric acid[c] => ADP[c] + margaric acid[s] + Pi[c] + H+[c]
HMR_0243	(10Z)-heptadecenoic acid[c] + ATP[c] + H2O[c] => (10Z)-heptadecenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0247	9-heptadecylenic acid[c] + ATP[c] + H2O[c] => 9-heptadecylenic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0253	ATP[c] + H2O[c] + stearate[c] => ADP[c] + Pi[c] + stearate[s] + H+[c]
HMR_0257	(13Z)-octadecenoic acid[c] + ATP[c] + H2O[c] => (13Z)-octadecenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0261	ATP[c] + cis-vaccenic acid[c] + H2O[c] => ADP[c] + cis-vaccenic acid[s] + Pi[c] + H+[c]
HMR_0265	ATP[c] + H2O[c] + oleate[c] => ADP[c] + oleate[s] + Pi[c] + H+[c]
HMR_0269	ATP[c] + elaidate[c] + H2O[c] => ADP[c] + elaidate[s] + Pi[c] + H+[c]
HMR_0273	(7Z)-octadecenoic acid[c] + ATP[c] + H2O[c] => (7Z)-octadecenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0277	(6Z,9Z)-octadecadienoic acid[c] + ATP[c] + H2O[c] => (6Z,9Z)-octadecadienoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0281	ATP[c] + H2O[c] + nonadecylic acid[c] => ADP[c] + nonadecylic acid[s] + Pi[c] + H+[c]
HMR_0287	ATP[c] + eicosanoate[c] + H2O[c] => ADP[c] + eicosanoate[s] + Pi[c] + H+[c]
HMR_0291	(13Z)-eicosenoic acid[c] + ATP[c] + H2O[c] => (13Z)-eicosenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0295	ATP[c] + cis-gondoic acid[c] + H2O[c] => ADP[c] + cis-gondoic acid[s] + Pi[c] + H+[c]
HMR_0299	9-eicosenoic acid[c] + ATP[c] + H2O[c] => 9-eicosenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0303	8,11-eicosadienoic acid[c] + ATP[c] + H2O[c] => 8,11-eicosadienoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0307	ATP[c] + H2O[c] + mead acid[c] => ADP[c] + mead acid[s] + Pi[c] + H+[c]
HMR_0311	ATP[c] + H2O[c] + henicosanoic acid[c] => ADP[c] + henicosanoic acid[s] + Pi[c] + H+[c]
HMR_0317	ATP[c] + behenic acid[c] + H2O[c] => ADP[c] + behenic acid[s] + Pi[c] + H+[c]
HMR_0321	ATP[c] + cis-erucic acid[c] + H2O[c] => ADP[c] + cis-erucic acid[s] + Pi[c] + H+[c]
HMR_0325	ATP[c] + cis-cetoleic acid[c] + H2O[c] => ADP[c] + cis-cetoleic acid[s] + Pi[c] + H+[c]
HMR_0329	ATP[c] + H2O[c] + tricosanoic acid[c] => ADP[c] + Pi[c] + tricosanoic acid[s] + H+[c]
HMR_0335	ATP[c] + H2O[c] + lignocerate[c] => ADP[c] + lignocerate[s] + Pi[c] + H+[c]
HMR_0339	ATP[c] + H2O[c] + nervonic acid[c] => ADP[c] + nervonic acid[s] + Pi[c] + H+[c]
HMR_0343	ATP[c] + cerotic acid[c] + H2O[c] => ADP[c] + cerotic acid[s] + Pi[c] + H+[c]
HMR_0347	ATP[c] + H2O[c] + ximenic acid[c] => ADP[c] + Pi[c] + ximenic acid[s] + H+[c]
HMR_0351	ATP[c] + H2O[c] + linolenate[c] => ADP[c] + linolenate[s] + Pi[c] + H+[c]
HMR_0355	ATP[c] + H2O[c] + stearidonic acid[c] => ADP[c] + Pi[c] + stearidonic acid[s] + H+[c]
HMR_0359	ATP[c] + H2O[c] + omega-3-arachidonic acid[c] => ADP[c] + omega-3-arachidonic acid[s] + Pi[c] + H+[c]
HMR_0363	ATP[c] + EPA[c] + H2O[c] => ADP[c] + EPA[s] + Pi[c] + H+[c]
HMR_0367	ATP[c] + DPA[c] + H2O[c] => ADP[c] + DPA[s] + Pi[c] + H+[c]
HMR_0371	(9Z,12Z,15Z,18Z,21Z)-TPA[c] + ATP[c] + H2O[c] => (9Z,12Z,15Z,18Z,21Z)-TPA[s] + ADP[c] + Pi[c] + H+[c]
HMR_0375	(6Z,9Z,12Z,15Z,18Z,21Z)-THA[c] + ATP[c] + H2O[c] => (6Z,9Z,12Z,15Z,18Z,21Z)-THA[s] + ADP[c] + Pi[c] + H+[c]
HMR_0379	ATP[c] + DHA[c] + H2O[c] => ADP[c] + DHA[s] + Pi[c] + H+[c]
HMR_0383	(11Z,14Z,17Z)-eicosatrienoic acid[c] + ATP[c] + H2O[c] => (11Z,14Z,17Z)-eicosatrienoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0387	13,16,19-docosatrienoic acid[c] + ATP[c] + H2O[c] => 13,16,19-docosatrienoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0391	10,13,16,19-docosatetraenoic acid[c] + ATP[c] + H2O[c] => 10,13,16,19-docosatetraenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0395	12,15,18,21-tetracosatetraenoic acid[c] + ATP[c] + H2O[c] => 12,15,18,21-tetracosatetraenoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0399	ATP[c] + H2O[c] + linoleate[c] => ADP[c] + linoleate[s] + Pi[c] + H+[c]
HMR_0403	ATP[c] + gamma-linolenate[c] + H2O[c] => ADP[c] + gamma-linolenate[s] + Pi[c] + H+[c]
HMR_0407	ATP[c] + dihomo-gamma-linolenate[c] + H2O[c] => ADP[c] + dihomo-gamma-linolenate[s] + Pi[c] + H+[c]
HMR_0411	arachidonate[c] + ATP[c] + H2O[c] => ADP[c] + arachidonate[s] + Pi[c] + H+[c]
HMR_0415	adrenic acid[c] + ATP[c] + H2O[c] => ADP[c] + adrenic acid[s] + Pi[c] + H+[c]
HMR_0419	(9Z,12Z,15Z,18Z)-TTA[c] + ATP[c] + H2O[c] => (9Z,12Z,15Z,18Z)-TTA[s] + ADP[c] + Pi[c] + H+[c]
HMR_0423	(6Z,9Z,12Z,15Z,18Z)-TPA[c] + ATP[c] + H2O[c] => (6Z,9Z,12Z,15Z,18Z)-TPA[s] + ADP[c] + Pi[c] + H+[c]
HMR_0427	(4Z,7Z,10Z,13Z,16Z)-DPA[c] + ATP[c] + H2O[c] => (4Z,7Z,10Z,13Z,16Z)-DPA[s] + ADP[c] + Pi[c] + H+[c]
HMR_0431	(11Z,14Z)-eicosadienoic acid[c] + ATP[c] + H2O[c] => (11Z,14Z)-eicosadienoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0435	(13Z,16Z)-docosadienoic acid[c] + ATP[c] + H2O[c] => (13Z,16Z)-docosadienoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0439	10,13,16-docosatriynoic acid[c] + ATP[c] + H2O[c] => 10,13,16-docosatriynoic acid[s] + ADP[c] + Pi[c] + H+[c]
HMR_0469	ATP[c] + H2O[c] + PE-LD pool[c] => ADP[c] + PE-LD pool[s] + Pi[c] + H+[c]
HMR_0470	ATP[c] + bile-PC pool[c] + H2O[c] => ADP[c] + bile-PC pool[s] + Pi[c] + H+[c]
HMR_0476	ATP[c] + H2O[c] + PC-LD pool[c] => ADP[c] + PC-LD pool[s] + Pi[c] + H+[c]
HMR_1910	ATP[r] + cholesterol[r] + H2O[r] => ADP[r] + cholesterol[c] + Pi[r] + H+[r]
HMR_1911	ATP[c] + cholesterol[c] + H2O[c] => ADP[c] + cholesterol[s] + Pi[c] + H+[c]
HMR_1913	2 ATP[c] + 2 H2O[c] + sulfate[c] => 2 ADP[c] + 2 Pi[c] + sulfate[s] + 2 H+[c]
HMR_5295	ATP[c] + H2O[c] + K+[s] + Na+[c] => ADP[c] + K+[c] + Na+[s] + Pi[c] + H+[c]
HMR_5332	ATP[c] + glutamate[c] + H2O[c] => ADP[c] + glutamate[s] + Pi[c] + H+[c]
HMR_5429	ATP[c] + H2O[c] + 2 K+[s] + 3 Na+[c] => ADP[c] + 2 K+[c] + 3 Na+[s] + Pi[c] + H+[c]
HMR_5442	ATP[c] + GSH[c] + H2O[c] => ADP[c] + GSH[s] + Pi[c] + H+[c]
HMR_5443	ATP[c] + glutathionyl-leukotriene C4[c] + H2O[c] => ADP[c] + glutathionyl-leukotriene C4[s] + Pi[c] + H+[c]
HMR_5444	ATP[c] + H2O[c] + S-glutathionyl-2-4-dinitrobenzene[c] => ADP[c] + Pi[c] + S-glutathionyl-2-4-dinitrobenzene[s] + H+[c]
HMR_5445	ATP[c] + H2O[c] + S-glutathionyl-ethacrynic acid[c] => ADP[c] + Pi[c] + S-glutathionyl-ethacrynic acid[s] + H+[c]
HMR_5446	ATP[c] + H2O[c] + urate[c] => ADP[c] + Pi[c] + urate[s] + H+[c]
HMR_6392	ATP[c] + H2O[c] + sulfotaurolithocholate[c] => ADP[c] + Pi[c] + sulfotaurolithocholate[s] + H+[c]
HMR_6406	ATP[c] + H2O[c] + lipoic acid[s] + 2 Na+[s] => ADP[c] + lipoic acid[c] + 2 Na+[c] + Pi[c] + H+[c]
HMR_7568	UDP-glucuronate[c] + UDP-N-acetylglucosamine[c] => hyaluronan biosynthesis, precursor 1[s] + 2 UDP[c] + 2 H+[c]
HMR_7569	hyaluronan biosynthesis, precursor 1[s] + UDP-glucuronate[c] + UDP-N-acetylglucosamine[c] => hyaluronate[s] + 2 UDP[c] + 2 H+[c]
HMR_7629	ATP[c] + 2 Ca2+[c] + H2O[c] => ADP[c] + 2 Ca2+[s] + Pi[c] + H+[c]
HMR_7633	2 ATP[c] + 2 H2O[c] + 3 histamine[c] => 2 ADP[c] + 3 histamine[s] + 2 Pi[c] + 2 H+[c]
HMR_7634	3 5-hydroxy-L-tryptophan[c] + 2 ATP[c] + 2 H2O[c] => 3 5-hydroxy-L-tryptophan[s] + 2 ADP[c] + 2 Pi[c] + 2 H+[c]
HMR_7635	3 adrenaline[c] + 2 ATP[c] + 2 H2O[c] => 2 ADP[c] + 3 adrenaline[s] + 2 Pi[c] + 2 H+[c]
HMR_7636	2 ATP[c] + 3 dopamine[c] + 2 H2O[c] => 2 ADP[c] + 3 dopamine[s] + 2 Pi[c] + 2 H+[c]
HMR_7637	2 ATP[c] + 2 H2O[c] + 3 noradrenaline[c] => 2 ADP[c] + 3 noradrenaline[s] + 2 Pi[c] + 2 H+[c]
HMR_7650	ATP[c] + estradiol-17beta 3-glucuronide[c] + H2O[c] => ADP[c] + estradiol-17beta 3-glucuronide[s] + Pi[c] + H+[c]
HMR_7667	ATP[c] + biotin[s] + H2O[c] + 2 Na+[s] => ADP[c] + biotin[c] + 2 Na+[c] + Pi[c] + H+[c]
HMR_7679	1-methylnicotinamide[c] + ATP[c] + H2O[c] => 1-methylnicotinamide[s] + ADP[c] + Pi[c] + H+[c]
HMR_7681	3 acetylcholine[c] + 2 ATP[c] + 2 H2O[c] => 3 acetylcholine[s] + 2 ADP[c] + 2 Pi[c] + 2 H+[c]
HMR_7691	ATP[c] + cAMP[c] + H2O[c] => ADP[c] + cAMP[s] + Pi[c] + H+[c]
HMR_7692	ATP[c] + cGMP[c] + H2O[c] => ADP[c] + cGMP[s] + Pi[c] + H+[c]
HMR_7736	ATP[c] + 3 beta-alanine[c] + H2O[c] => ADP[c] + 3 beta-alanine[s] + Pi[c] + H+[c]
HMR_7737	ATP[c] + 3 glycine[c] + H2O[c] => ADP[c] + 3 glycine[s] + Pi[c] + H+[c]
HMR_7738	3 4-aminobutyrate[c] + ATP[c] + H2O[c] => 3 4-aminobutyrate[s] + ADP[c] + Pi[c] + H+[c]
HMR_7964	ATP[c] + estrone-glucuronide[c] + H2O[c] => ADP[c] + estrone-glucuronide[s] + Pi[c] + H+[c]
