mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID	metRetired
"MAM00651p"	"MAM00651"	""	""	""	""	"53481501"	""	"CE5242"	""	"CE5242"	"MNXM35158"	"m00651p"	"m00651p"
"MAM00652p"	"MAM00652"	""	""	""	""	"53481502"	""	"CE5240"	""	"CE5240"	"MNXM35159"	"m00652p"	"m00652p"
"MAM00655p"	"MAM00655"	"phyt2ohcoa"	""	""	""	"11966142"	""	"CE5123"	""	"phyt2ohcoa"	"MNXM91909;MNXM938"	"m00655p"	"m00655p"
"MAM00665s"	"MAM00665"	"2mcit"	"C02225"	"HMDB00379"	"CHEBI:30835"	"515"	""	""	""	"2mcit"	"MNXM90279"	"m00665s"	"m00665s"
"MAM00678p"	"MAM00678"	""	""	""	""	"22833562"	""	"CE2435"	""	"dec24dicoa"	"MNXM1601"	"m00678p"	"m00678p"
"MAM00682p"	"MAM00682"	""	""	""	""	""	""	"CE4795"	""	"CE4795"	""	"m00682p"	"m00682p"
"MAM00685p"	"MAM00685"	""	""	""	""	""	""	"CE5943"	""	"CE5943"	""	"m00685p"	"m00685p"
"MAM00686p"	"MAM00686"	""	""	""	""	""	""	"CE5940"	""	"CE5940"	""	"m00686p"	"m00686p"
"MAM00687p"	"MAM00687"	""	""	""	""	""	""	"CE5968"	""	"CE5968"	"MNXM161244"	"m00687p"	"m00687p"
"MAM00688p"	"MAM00688"	""	""	""	""	""	""	"CE5967"	""	"CE5967"	"MNXM162894"	"m00688p"	"m00688p"
"MAM00689p"	"MAM00689"	""	""	""	""	""	""	"CE5344"	""	"CE5344"	"MNXM162895"	"m00689p"	"m00689p"
"MAM00690p"	"MAM00690"	""	""	""	""	""	""	"CE5329"	""	"CE5329"	"MNXM162896"	"m00690p"	"m00690p"
"MAM00691p"	"MAM00691"	""	""	""	""	""	""	"CE5971"	""	"CE5971"	"MNXM162897"	"m00691p"	"m00691p"
"MAM00696p"	"MAM00696"	""	""	""	""	""	""	"CE2417"	""	"CE2417"	"MNXM166068"	"m00696p"	"m00696p"
"MAM00697p"	"MAM00697"	""	""	""	""	""	""	"CE2438"	""	"CE2438"	""	"m00697p"	"m00697p"
"MAM00700p"	"MAM00700"	""	""	""	""	""	""	"CE5148"	""	"CE5148"	"MNXM163172"	"m00700p"	"m00700p"
"MAM00701p"	"MAM00701"	""	""	""	""	""	""	"CE5153"	""	"CE5153"	"MNXM163173"	"m00701p"	"m00701p"
"MAM00702p"	"MAM00702"	""	""	""	""	""	""	""	""	"M00702"	"MNXM164331"	"m00702p"	"m00702p"
"MAM00709p"	"MAM00709"	""	""	""	""	""	""	"CE5157"	""	"CE5157"	"MNXM163174"	"m00709p"	"m00709p"
"MAM00710p"	"MAM00710"	""	""	""	""	""	""	"CE4791"	""	"CE4791"	""	"m00710p"	"m00710p"
"MAM00715p"	"MAM00715"	""	""	""	""	""	""	""	""	"M00715"	""	"m00715p"	"m00715p"
"MAM00717p"	"MAM00717"	""	""	""	""	""	""	"CE4832"	""	"CE4832"	"MNXM481924"	"m00717p"	"m00717p"
"MAM00730s"	"MAM00730"	"34dhoxpeg"	"C05576"	"HMDB00318"	"CHEBI:1387"	"91528"	""	""	""	"34dhoxpeg"	"MNXM2931"	"m00730s"	"m00730s"
"MAM00734s"	"MAM00734"	"triodthysuf"	""	""	"CHEBI:35432"	"122196"	""	""	""	"triodthysuf"	"MNXM163910;MNXM9181"	"m00734s"	"m00734s"
"MAM00740p"	"MAM00740"	""	""	""	""	""	""	"CE5345"	""	"CE5345"	"MNXM162898"	"m00740p"	"m00740p"
"MAM00741p"	"MAM00741"	""	""	""	""	""	""	"CE5331"	""	"CE5331"	"MNXM162899"	"m00741p"	"m00741p"
"MAM00743p"	"MAM00743"	""	""	""	""	""	""	""	""	"M00743"	"MNXM89890"	"m00743p"	"m00743p"
"MAM00744s"	"MAM00744"	"acnacngal14acglcgalgluside_hs"	"G00064"	""	""	""	""	""	""	"acnacngal14acglcgalgluside_hs"	"MNXM8082"	"m00744s"	"m00744s"
"MAM00748p"	"MAM00748"	"cholcoaone"	"C05467"	"HMDB06891"	"CHEBI:27379"	"440690"	"LMST01010216"	"CE5169"	"HC01473"	"cholcoaone"	"MNXM162946;MNXM873"	"m00748p"	"m00748p"
"MAM00749p"	"MAM00749"	"cholcoads"	"C05460"	"HMDB06889"	"CHEBI:27505"	"5280797"	"LMST01010217"	""	"HC01466"	"cholcoads"	"MNXM162945;MNXM2747"	"m00749p"	"m00749p"
"MAM00752p"	"MAM00752"	"thcholstoic"	"C04722"	"HMDB03873"	"CHEBI:48043"	"23657849"	"LMST04030001"	""	"HC01340"	"thcholstoic"	"MNXM162717;MNXM604"	"m00752p"	"m00752p"
"MAM00754p"	"MAM00754"	""	"C05449"	"HMDB06896"	"CHEBI:28533"	"440676"	"LMST01010219"	""	""	"M00754"	"MNXM25345;MNXM3173"	"m00754p"	"m00754p"
"MAM00755p"	"MAM00755"	"dhcholoylcoa"	"C05447"	""	"CHEBI:27393"	"5280796"	"LMST01010220"	""	""	"dhcholoylcoa"	"MNXM163354;MNXM2748"	"m00755p"	"m00755p"
"MAM00758p"	"MAM00758"	"dhcholestanate"	"C04554"	"HMDB00359"	"CHEBI:48467"	"53477686"	"LMST04030066"	""	"HC01313"	"dhcholestanate"	"MNXM162671;MNXM688"	"m00758p"	"m00758p"
"MAM00771s"	"MAM00771"	"kdn"	""	"HMDB00425"	""	"22833524"	""	""	""	"kdn"	"MNXM9849"	"m00771s"	"m00771s"
"MAM00773p"	"MAM00773"	"3h26dm5coa"	"C11947"	"HMDB04601"	""	"9543313"	""	""	""	"3h26dm5coa"	"MNXM6801"	"m00773p"	"m00773p"
"MAM00776p"	"MAM00776"	""	""	""	""	"25229586"	""	"CE2246"	""	"CE2246"	"MNXM162568"	"m00776p"	"m00776p"
"MAM00777p"	"MAM00777"	""	""	""	""	"25229587"	""	"CE2247"	""	"CE2247"	"MNXM146349"	"m00777p"	"m00777p"
"MAM00783p"	"MAM00783"	""	""	""	""	""	""	""	""	"M00783"	"MNXM1171"	"m00783p"	"m00783p"
"MAM00793p"	"MAM00793"	""	""	""	""	"24906329"	""	"CE2248"	""	"CE2248"	"MNXM1309"	"m00793p"	"m00793p"
"MAM00798p"	"MAM00798"	""	""	""	""	""	""	"CE5934"	""	"CE5934"	"MNXM36547"	"m00798p"	"m00798p"
"MAM00800p"	"MAM00800"	""	""	""	""	"25229585"	""	"CE2249"	""	"CE2249"	"MNXM163185"	"m00800p"	"m00800p"
"MAM00801p"	"MAM00801"	""	""	""	""	"53481432"	"LMFA07050067"	"CE4825"	""	"CE4825"	"MNXM31124;MNXM47389"	"m00801p"	"m00801p"
"MAM00810s"	"MAM00810"	""	"C05394"	""	"CHEBI:27453"	"440653"	""	""	"HC01440"	"HC01440"	"MNXM4339"	"m00810s"	"m00810s"
"MAM00812s"	"MAM00812"	""	"C05403"	""	""	""	""	""	"HC01446"	"HC01446"	"MNXM36578"	"m00812s"	"m00812s"
"MAM00813p"	"MAM00813"	""	"C07297"	"HMDB02057"	"CHEBI:28542"	"441253"	""	""	""	"C07297"	"MNXM4346"	"m00813p"	"m00813p"
"MAM00814p"	"MAM00814"	""	""	""	""	""	"LMFA07050068"	"CE4826"	""	"CE4826"	"MNXM91783"	"m00814p"	"m00814p"
"MAM00816s"	"MAM00816"	"mercplaccys"	""	"HMDB06512"	""	"193536"	""	""	""	"mercplaccys"	"MNXM10053"	"m00816s"	"m00816s"
"MAM00832p"	"MAM00832"	""	""	""	""	""	""	"CE5942"	""	"CE5942"	""	"m00832p"	"m00832p"
"MAM00833p"	"MAM00833"	""	""	""	""	""	""	"CE5939"	""	"CE5939"	""	"m00833p"	"m00833p"
"MAM00834p"	"MAM00834"	""	""	""	""	""	""	"CE2439"	""	"CE2439"	""	"m00834p"	"m00834p"
"MAM00835p"	"MAM00835"	""	""	""	""	""	""	"CE5307"	""	"CE5307"	"MNXM163671"	"m00835p"	"m00835p"
"MAM00836p"	"MAM00836"	""	""	""	""	""	""	"CE5346"	""	"CE5346"	"MNXM162902"	"m00836p"	"m00836p"
"MAM00837p"	"MAM00837"	""	""	""	""	""	""	"CE5319"	""	"CE5319"	"MNXM163672"	"m00837p"	"m00837p"
"MAM00838p"	"MAM00838"	""	""	""	""	""	""	"CE5337"	""	"CE5337"	"MNXM162903"	"m00838p"	"m00838p"
"MAM00840p"	"MAM00840"	""	""	""	""	""	""	"CE5144"	""	"CE5144"	"MNXM163188"	"m00840p"	"m00840p"
"MAM00841p"	"MAM00841"	""	""	""	""	""	""	""	""	"M00841"	"MNXM146084"	"m00841p"	"m00841p"
"MAM00842p"	"MAM00842"	""	""	""	""	""	""	"CE5152"	""	"CE5152"	"MNXM163189"	"m00842p"	"m00842p"
"MAM00843p"	"MAM00843"	""	""	""	""	""	""	""	""	"M00843"	""	"m00843p"	"m00843p"
"MAM00846p"	"MAM00846"	""	""	""	""	""	""	"CE5966"	""	"CE5966"	"MNXM91381"	"m00846p"	"m00846p"
"MAM00849p"	"MAM00849"	""	""	""	""	""	""	""	""	"M00849"	""	"m00849p"	"m00849p"
"MAM00853p"	"MAM00853"	""	""	""	""	""	""	"CE4820"	""	"CE4820"	"MNXM164259"	"m00853p"	"m00853p"
"MAM00854p"	"MAM00854"	""	""	""	""	""	""	"CE2424"	""	"CE2424"	"MNXM166234"	"m00854p"	"m00854p"
"MAM00855p"	"MAM00855"	""	""	""	""	""	""	"CE2422"	""	"CE2422"	"MNXM166235"	"m00855p"	"m00855p"
"MAM00856p"	"MAM00856"	""	""	""	""	""	""	"CE5156"	""	"CE5156"	"MNXM163190"	"m00856p"	"m00856p"
"MAM00858p"	"MAM00858"	"3odcoa"	"C05265"	""	"CHEBI:28528"	"440606"	""	""	"HC01404"	"3odcoa"	"MNXM677"	"m00858p"	"m00858p"
"MAM00859p"	"MAM00859"	""	""	""	""	""	""	"CE4793"	""	"CE4793"	"MNXM166236"	"m00859p"	"m00859p"
"MAM00866p"	"MAM00866"	""	""	""	""	"25229584"	""	"CE2250"	""	"CE2250"	"MNXM36756"	"m00866p"	"m00866p"
"MAM00868p"	"MAM00868"	"3oddcoa"	"C05263"	""	"CHEBI:27868"	"440604"	"LMFA07050013"	""	"HC01402"	"3oddcoa"	"MNXM705"	"m00868p"	"m00868p"
"MAM00872p"	"MAM00872"	""	""	""	""	"25229571"	""	"CE2251"	""	"CE2251"	"MNXM36762"	"m00872p"	"m00872p"
"MAM00878p"	"MAM00878"	"3ohxccoa"	""	""	""	""	""	""	""	"3ohxccoa"	"MNXM36758"	"m00878p"	"m00878p"
"MAM00879p"	"MAM00879"	""	""	""	""	""	""	""	""	"M00879"	""	"m00879p"	"m00879p"
"MAM00882p"	"MAM00882"	""	"C05269"	""	"CHEBI:27648"	"3082152"	"LMFA07050018"	""	"HC01408"	"HC01408"	"MNXM717"	"m00882p"	"m00882p"
"MAM00883p"	"MAM00883"	""	""	""	""	""	""	"CE0693"	""	"CE0693"	"MNXM166245"	"m00883p"	"m00883p"
"MAM00884p"	"MAM00884"	""	""	""	""	""	""	"CE0713"	""	"CE0713"	"MNXM166247"	"m00884p"	"m00884p"
"MAM00885p"	"MAM00885"	""	""	""	""	""	""	""	""	"M00885"	""	"m00885p"	"m00885p"
"MAM00886p"	"MAM00886"	""	""	""	""	""	""	"CE0782"	"HC10782"	"CE0782;HC10782"	"MNXM166248"	"m00886p"	"m00886p"
"MAM00890p"	"MAM00890"	"3ohodcoa"	"C16216"	"HMDB06498"	"CHEBI:50571"	"22833663"	""	""	""	"3ohodcoa"	"MNXM513"	"m00890p"	"m00890p"
"MAM00892p"	"MAM00892"	""	"C05267"	""	"CHEBI:28264"	"11966162"	"LMFA07050016"	""	"HC01406"	"HC01406"	"MNXM706"	"m00892p"	"m00892p"
"MAM00893p"	"MAM00893"	""	""	""	""	""	""	"CE5160"	"HC10858"	"HC10858"	"MNXM150997"	"m00893p"	"m00893p"
"MAM00894p"	"MAM00894"	""	""	""	""	"440601"	""	"CE0853"	"HC10853"	"CE0853;HC10853"	"MNXM166250"	"m00894p"	"m00894p"
"MAM00895p"	"MAM00895"	"3ohdcoa"	"C05259"	""	"CHEBI:15491"	"169621"	"LMFA07050016"	""	"HC01398"	"3ohdcoa"	"MNXM738"	"m00895p"	"m00895p"
"MAM00904p"	"MAM00904"	""	""	""	""	"25229583"	""	"CE2253"	""	"CE2253"	"MNXM36773"	"m00904p"	"m00904p"
"MAM00906p"	"MAM00906"	"3otdcoa"	"C05261"	""	"CHEBI:28726"	"11966197"	""	""	"HC01400"	"3otdcoa"	"MNXM707"	"m00906p"	"m00906p"
"MAM00932s"	"MAM00932"	""	"C16453"	""	""	""	""	""	""	"M00932"	"MNXM5537"	"m00932s"	"m00932s"
"MAM00933p"	"MAM00933"	"dmnoncoa"	""	""	""	""	"LMFA07050034"	"CE4805"	""	"CE4805"	"MNXM37161"	"m00933p"	"m00933p"
"MAM00948p"	"MAM00948"	""	"C07296"	""	"CHEBI:15495"	""	""	""	""	"tmtrdcoa"	"MNXM4355"	"m00948p"	"m00948p"
"MAM00969s"	"MAM00969"	"4abutn"	"C00555"	"HMDB01080"	"CHEBI:17769"	"118"	""	""	"HC00428"	"4abutn"	"MNXM422"	"m00969s"	"m00969s"
"MAM00970s"	"MAM00970"	"4abut"	"C00334"	"HMDB00112"	"CHEBI:16865"	"119"	""	""	"HC00284"	"4abut"	"MNXM192"	"m00970s"	"m00970s"
"MAM00980p"	"MAM00980"	""	""	""	""	"6443609"	""	"CE2431"	""	"dece4coa"	"MNXM90161"	"m00980p"	"m00980p"
"MAM00986s"	"MAM00986"	"hestratriol"	"C14209"	"HMDB05896"	""	"44348689"	"LMST02010028"	"CE2179"	""	"hestratriol"	"MNXM91434"	"m00986s"	"m00986s"
"MAM00987p"	"MAM00987"	""	""	""	""	""	""	"CE5243"	""	"CE5243"	"MNXM151160"	"m00987p"	"m00987p"
"MAM00998s"	"MAM00998"	"4hdebrisoquine"	""	"HMDB06468"	"CHEBI:63800"	"107669"	""	""	""	"4hdebrisoquine"	"MNXM10135"	"m00998s"	"m00998s"
"MAM01001p"	"MAM01001"	""	""	""	""	"53481521"	""	"CE5244"	""	"CE5244"	"MNXM37530"	"m01001p"	"m01001p"
"MAM01003s"	"MAM01003"	"4hphac"	"C00642"	"HMDB00020"	"CHEBI:18101"	"127"	""	""	""	"4hphac"	"MNXM3863"	"m01003s"	"m01003s"
"MAM01006s"	"MAM01006"	"hretn"	"C16677"	"HMDB06254"	"CHEBI:63795"	"6438629"	""	""	""	"hretn"	"MNXM8133"	"m01006s"	"m01006s"
"MAM01007s"	"MAM01007"	"4mtolbutamide"	""	"HMDB06408"	"CHEBI:63799"	"3656"	""	""	""	"4mtolbutamide"	"MNXM10136"	"m01007s"	"m01007s"
"MAM01019s"	"MAM01019"	"24nph"	"C02235"	"HMDB02916"	"CHEBI:16318"	"3505109"	""	""	""	"24nph"	"MNXM9757"	"m01019s"	"m01019s"
"MAM01020s"	"MAM01020"	""	"C03360"	""	"CHEBI:17440"	"378"	""	""	"HC01104"	"HC01104"	"MNXM3867"	"m01020s"	"m01020s"
"MAM01021s"	"MAM01021"	"4nphsf"	""	"HMDB06492"	"CHEBI:35422"	"80349"	""	""	""	"4nphsf"	"MNXM10226"	"m01021s"	"m01021s"
"MAM01033s"	"MAM01033"	"4pyrdx"	"C00847"	"HMDB00017"	"CHEBI:17405"	"6723"	""	""	""	"4pyrdx"	"MNXM163205"	"m01033s"	"m01033s"
"MAM01037p"	"MAM01037"	""	""	""	""	""	""	"CE5970"	""	"CE5970"	"MNXM163206"	"m01037p"	"m01037p"
"MAM01038p"	"MAM01038"	""	""	""	""	""	""	"CE7109"	""	"CE7109"	"MNXM162636"	"m01038p"	"m01038p"
"MAM01039p"	"MAM01039"	""	""	""	""	"1766"	"LMFA03070010"	"CE7085"	""	"CE7085"	"MNXM163687"	"m01039p"	"m01039p"
"MAM01058p"	"MAM01058"	""	""	""	""	""	"LMFA03060075"	"CE2567"	""	"CE2567"	"MNXM162458;MNXM6912"	"m01058p"	"m01058p"
"MAM01069s"	"MAM01069"	"5adtststerone"	"C03917"	"HMDB02961"	"CHEBI:16330"	"10635"	"LMST02020042"	""	""	"5adtststerone"	"MNXM162520;MNXM623"	"m01069s"	"m01069s"
"MAM01070s"	"MAM01070"	"5adtststeroneglc"	""	"HMDB06203"	""	"44263365"	""	""	""	"5adtststeroneglc"	"MNXM8181"	"m01070s"	"m01070s"
"MAM01071s"	"MAM01071"	"5adtststerones"	""	"HMDB06278"	""	"18665256"	"LMST05020023"	""	""	"5adtststerones"	"MNXM10347"	"m01071s"	"m01071s"
"MAM01073p"	"MAM01073"	"5a2opntn"	"C01110"	"HMDB06272"	"CHEBI:49268"	"439402"	""	""	""	"5a2opntn"	"MNXM1714"	"m01073p"	"m01073p"
"MAM01098s"	"MAM01098"	"dad_5"	"C05198"	""	""	""	""	""	""	"dad_5"	"MNXM316"	"m01098s"	"m01098s"
"MAM01100s"	"MAM01100"	"5fthf"	"C03479"	"HMDB01562"	"CHEBI:209153"	"143"	""	""	"HC01125"	"5fthf"	"MNXM1392"	"m01100s"	"m01100s"
"MAM01101p"	"MAM01101"	"5g2oxpt"	"C03771"	"HMDB04225"	"CHEBI:58489"	"558"	""	""	""	"5g2oxpt"	"MNXM1037"	"m01101p"	"m01101p"
"MAM01107s"	"MAM01107"	"5htrp"	"C01017"	"HMDB00472"	"CHEBI:28171"	"144"	""	""	"HC00472"	"5htrp"	"MNXM162909;MNXM570"	"m01107s"	"m01107s"
"MAM01109s"	"MAM01109"	"5homeprazole"	""	""	""	""	""	""	""	"5homeprazole"	"MNXM10267"	"m01109s"	"m01109s"
"MAM01111s"	"MAM01111"	""	""	""	""	""	""	""	""	"M01111"	""	"m01111s"	"m01111s"
"MAM01115s"	"MAM01115"	"5mthf"	"C00440"	"HMDB01396"	"CHEBI:15641"	"439234"	""	""	"HC00358"	"5mthf"	"MNXM318"	"m01115s"	"m01115s"
"MAM01118p"	"MAM01118"	""	""	""	""	""	""	"CE5349"	""	"CE5349"	"MNXM162807"	"m01118p"	"m01118p"
"MAM01119p"	"MAM01119"	""	""	""	""	""	""	"CE5347"	""	"CE5347"	"MNXM163214"	"m01119p"	"m01119p"
"MAM01120p"	"MAM01120"	""	""	""	""	""	""	"CE5348"	""	"CE5348"	"MNXM162805"	"m01120p"	"m01120p"
"MAM01121p"	"MAM01121"	""	""	""	""	""	""	"CE5341"	""	"CE5341"	"MNXM163215"	"m01121p"	"m01121p"
"MAM01122p"	"MAM01122"	""	""	""	""	""	""	"CE5342"	""	"CE5342"	"MNXM162806"	"m01122p"	"m01122p"
"MAM01124p"	"MAM01124"	""	""	""	""	"53481526"	""	"CE5178"	""	"CE5178"	"MNXM38280"	"m01124p"	"m01124p"
"MAM01125p"	"MAM01125"	""	""	""	""	""	""	"CE7111"	""	"CE7111"	"MNXM164348"	"m01125p"	"m01125p"
"MAM01141p"	"MAM01141"	"tetde5coa"	""	""	"CHEBI:84650"	""	""	""	""	"M01141;tetde5coa"	"MNXM1101198"	"m01141p"	"m01141p"
"MAM01150p"	"MAM01150"	""	""	""	""	""	""	"CE5350"	""	"CE5350"	"MNXM38446"	"m01150p"	"m01150p"
"MAM01151p"	"MAM01151"	""	""	""	""	""	""	"CE5343"	""	"CE5343"	"MNXM162494;MNXM38447"	"m01151p"	"m01151p"
"MAM01152p"	"MAM01152"	""	""	""	""	""	""	"CE5179"	""	"CE5179"	"MNXM163695"	"m01152p"	"m01152p"
"MAM01153p"	"MAM01153"	""	""	""	""	""	""	"CE5352"	""	"CE5352"	"MNXM164366"	"m01153p"	"m01153p"
"MAM01157p"	"MAM01157"	"6a2ohxnt"	"C03239"	"HMDB12151"	"CHEBI:17534"	"439954"	""	""	""	"6a2ohxnt"	"MNXM916"	"m01157p"	"m01157p"
"MAM01158s"	"MAM01158"	"6htststerone"	"C14497"	"HMDB06259"	"CHEBI:34477"	"65543"	""	""	""	"6htststerone"	"MNXM163219"	"m01158s"	"m01158s"
"MAM01159s"	"MAM01159"	"fuc__L"	"C01019"	"HMDB00174"	"CHEBI:2181"	"17106"	""	""	"HC00626"	"fuc_L"	"MNXM40586;MNXM659"	"m01159s"	"m01159s"
"MAM01163s"	"MAM01163"	"htaxol"	""	""	"CHEBI:63859"	""	""	""	""	"htaxol"	"MNXM11843"	"m01163s"	"m01163s"
"MAM01171p"	"MAM01171"	""	""	"HMDB05088"	"CHEBI:63982"	"5283129"	"LMFA03020014"	"CE2446"	""	"CE2446"	"MNXM164381"	"m01171p"	"m01171p"
"MAM01172p"	"MAM01172"	""	""	"HMDB05087"	"CHEBI:63981"	"5283128"	"LMFA03020013"	"CE2445"	""	"CE2445"	"MNXM48977"	"m01172p"	"m01172p"
"MAM01174s"	"MAM01174"	""	"C19488"	""	""	""	""	"CN0020"	""	"CN0020"	"MNXM8204"	"m01174s"	"m01174s"
"MAM01191p"	"MAM01191"	"hexde7coa"	""	""	"CHEBI:87698"	""	""	""	""	"M01191;hexde7coa"	"MNXM1101256"	"m01191p"	"m01191p"
"MAM01197s"	"MAM01197"	""	""	""	""	""	"LMFA01030055"	""	""	"M01197"	"MNXM31942"	"m01197s"	"m01197s"
"MAM01207s"	"MAM01207"	""	""	""	""	""	"LMFA01030376"	""	""	"M01207"	"MNXM24172;MNXM489476"	"m01207s"	"m01207s"
"MAM01235s"	"MAM01235"	""	""	""	"CHEBI:32419"	""	"LMFA01030700"	""	""	"M01235"	"MNXM489768;MNXM54093"	"m01235s"	"m01235s"
"MAM01238s"	"MAM01238"	""	"C16536"	""	""	""	"LMFA01030060"	""	""	"M01238"	"MNXM153514;MNXM489761;MNXM489769"	"m01238s"	"m01238s"
"MAM01244s"	"MAM01244"	"oagd3_hs"	""	""	""	""	""	""	""	"oagd3_hs"	"MNXM6987"	"m01244s"	"m01244s"
"MAM01245s"	"MAM01245"	"oagt3_hs"	""	""	""	""	""	""	""	"oagt3_hs"	"MNXM6988"	"m01245s"	"m01245s"
"MAM01249p"	"MAM01249"	"acald"	"C00084"	"HMDB00990"	"CHEBI:15343"	"177"	""	""	"HC00087"	"acald"	"MNXM75"	"m01249p"	"m01249p"
"MAM01249s"	"MAM01249"	"acald"	"C00084"	"HMDB00990"	"CHEBI:15343"	"177"	""	""	"HC00087"	"acald"	"MNXM75"	"m01249s"	"m01249s"
"MAM01250p"	"MAM01250"	""	""	""	""	"5460495"	""	"CE4788"	""	"CE4788"	"MNXM771"	"m01250p"	"m01250p"
"MAM01252p"	"MAM01252"	"ac"	"C00033"	"HMDB00042"	"CHEBI:15366"	"176"	"LMFA01010002"	""	"HC00042"	"ac"	"MNXM26"	"m01252p"	"m01252p"
"MAM01252s"	"MAM01252"	"ac"	"C00033"	"HMDB00042"	"CHEBI:15366"	"176"	"LMFA01010002"	""	"HC00042"	"ac"	"MNXM26"	"m01252s"	"m01252s"
"MAM01253s"	"MAM01253"	"acac"	"C00164"	"HMDB00060"	"CHEBI:15344"	"96"	"LMFA01060003"	""	"HC00159"	"acac"	"MNXM154"	"m01253s"	"m01253s"
"MAM01255p"	"MAM01255"	"aacoa"	"C00332"	""	"CHEBI:15345"	"439214"	"LMFA07050030"	""	"HC00282"	"aacoa"	"MNXM133"	"m01255p"	"m01255p"
"MAM01256s"	"MAM01256"	"acetone"	"C00207"	"HMDB01659"	"CHEBI:15347"	"180"	""	""	"HC00193"	"acetone"	"MNXM398"	"m01256s"	"m01256s"
"MAM01260s"	"MAM01260"	"ach"	"C01996"	"HMDB00895"	"CHEBI:15355"	"187"	""	""	"HC00877"	"ach"	"MNXM793"	"m01260s"	"m01260s"
"MAM01261p"	"MAM01261"	"accoa"	"C00024"	"HMDB01206"	"CHEBI:15351"	"444493"	"LMFA07050029"	""	"HC00033"	"accoa"	"MNXM21"	"m01261p"	"m01261p"
"MAM01268p"	"MAM01268"	""	""	""	""	""	"PROTEIN"	""	""	"M01268"	""	"m01268p"	"m01268p"
"MAM01268s"	"MAM01268"	""	""	""	""	""	"PROTEIN"	""	""	"M01268"	""	"m01268s"	"m01268s"
"MAM01278p"	"MAM01278"	"adhap_hs"	"C03372"	""	"CHEBI:15835"	""	""	""	""	"adhap_hs"	"MNXM94364"	"m01278p"	"m01278p"
"MAM01279s"	"MAM01279"	"ade"	"C00147"	"HMDB00034"	"CHEBI:16708"	"190"	""	""	"HC00144"	"ade"	"MNXM168"	"m01279s"	"m01279s"
"MAM01280s"	"MAM01280"	"adn"	"C00212"	"HMDB00050"	"CHEBI:16335"	"60961"	""	""	"HC00196"	"adn"	"MNXM212"	"m01280s"	"m01280s"
"MAM01285p"	"MAM01285"	"adp"	"C00008"	"HMDB01341"	"CHEBI:16761"	"6022"	""	""	"HC00018"	"adp"	"MNXM7"	"m01285p"	"m01285p"
"MAM01285s"	"MAM01285"	"adp"	"C00008"	"HMDB01341"	"CHEBI:16761"	"6022"	""	""	"HC00018"	"adp"	"MNXM7"	"m01285s"	"m01285s"
"MAM01286s"	"MAM01286"	"adpglc"	"C00498"	"HMDB06557"	"CHEBI:15751"	"16500"	""	""	""	"adpglc"	"MNXM561"	"m01286s"	"m01286s"
"MAM01287s"	"MAM01287"	"adpman"	"C06192"	"HMDB06369"	"CHEBI:28845"	"440940"	""	""	""	"adpman"	"MNXM166901"	"m01287s"	"m01287s"
"MAM01288s"	"MAM01288"	"adprib"	"C00301"	""	"CHEBI:16960"	"445794"	""	""	""	"adprib"	"MNXM48596"	"m01288s"	"m01288s"
"MAM01289s"	"MAM01289"	"adprbp"	"C03246"	""	"CHEBI:37463"	"439957"	""	""	""	"adprbp"	"MNXM92094"	"m01289s"	"m01289s"
"MAM01290s"	"MAM01290"	"adrnl"	"C00788"	"HMDB00068"	"CHEBI:28918"	"5816"	""	""	""	"adrnl"	"MNXM162647;MNXM31772"	"m01290s"	"m01290s"
"MAM01291s"	"MAM01291"	"adrn"	"C16527"	"HMDB02226"	"CHEBI:53487"	"5497181"	"LMFA01030178"	""	""	"adrn"	"MNXM40344;MNXM5042"	"m01291s"	"m01291s"
"MAM01296s"	"MAM01296"	"aflatoxin"	"C06800"	""	"CHEBI:2504"	"186907"	""	""	""	"aflatoxin"	"MNXM40393"	"m01296s"	"m01296s"
"MAM01298s"	"MAM01298"	"eaflatoxin"	"C19586"	""	""	"104756"	""	""	""	"eaflatoxin"	"MNXM10441;MNXM8257"	"m01298s"	"m01298s"
"MAM01303s"	"MAM01303"	"agm"	"C00179"	"HMDB01432"	"CHEBI:17431"	"199"	""	""	"HC00171"	"agm"	"MNXM328"	"m01303s"	"m01303s"
"MAM01306p"	"MAM01306"	"akg"	"C00026"	"HMDB00208"	"CHEBI:30915"	"51"	""	""	"HC00035"	"akg"	"MNXM20"	"m01306p"	"m01306p"
"MAM01306s"	"MAM01306"	"akg"	"C00026"	"HMDB00208"	"CHEBI:30915"	"51"	""	""	"HC00035"	"akg"	"MNXM20"	"m01306s"	"m01306s"
"MAM01307p"	"MAM01307"	"ala__L"	"C00041"	"HMDB00161"	"CHEBI:16977"	"5950"	""	""	"HC00048"	"ala_L"	"MNXM32"	"m01307p"	"m01307p"
"MAM01307s"	"MAM01307"	"ala__L"	"C00041"	"HMDB00161"	"CHEBI:16977"	"5950"	""	""	"HC00048"	"ala_L"	"MNXM32"	"m01307s"	"m01307s"
"MAM01308s"	"MAM01308"	""	""	""	""	""	"PROTEIN"	""	"HC00001"	"HC00001"	""	"m01308s"	"m01308s"
